Review	Liked
The food is average somebody with typical taste might like it The ambience is really good but food didnt go well with my taste thats all I could say	0
Nice place with a lot of options for dessert They have a pretty ambience as well We tried chocolate equador decadent balloon brownie and hazelnut hot chocolate Balloon brownie and chocolate equador were good We werent very happy with the others Hot chocolate could have been thicker and better We also took a Belgian chocolate cake and that was extremely delicious Will go back to try the other stuff on their menu	0
We visited this place for some nice desserts since the menu looked really inviting But unfortunately the honey almond crunch and melting apple were not really good There were some elements which were good but it became difficult to finish it Maybe we will try some safer chocolate options next time	0
We visited this place for some nice desserts since the menu looked really inviting But unfortunately the honey almond crunch and melting apple were not really good There were some elements which were good but it became difficult to finish it Maybe we will try some safer chocolate options next time	0
We visited this place for some nice desserts since the menu looked really inviting But unfortunately the honey almond crunch and melting apple were not really good There were some elements which were good but it became difficult to finish it Maybe we will try some safer chocolate options next time	0
"Great ambience  displays not too over crowded seating available indoors and outside as well
Had great expectations when I got here based on the reviews Had the naked red velvet and smoking brownie Both were decent but not something that Ill come and pay so much for there are number of other places which make better red velvet for lesser price
The chocolate was a bitter bitter to my liking and the red velvet had more cream than red velvet"	0
This place is not pricy yet serves good quality and fresh food Dine in is not an option since they dont have an actual sitting facility Moveover I can only say that they are not the bestest but got good and tasty food	0
"Newly opened restaurant  JP Nagar with self service Had dinner with my family Ghee rice Masala Dosa and Onion Dosa tasted good Got a 50 off on the bill as it was opening days 

Barbeques on menu but not available yet Jodi Masala Dosa  will try it soon

All d Best SIK"	0
ordered egg biryani and cold drinks at 3 Am delivery was fast and egg biryani had a great taste and packed properly quantity was good enough for 1 and half people	0
"This review based on online order If you visit and have dinner there it might be betterfresh and hot 
We ordered north veg thali It comprised of rice tandoori roti1 panner butter masala56 piecesDal yellow baby corn 65onion salad and papad everything was fine but tandoori roti was hard however you cannot expect it to be when you order and is received without aluminium foil I felt the babycorn was more red colouredartificial

Quantity 55 enough for one person
Taste 355
packaging35"	0
The mindblowing cocktails live music and authentic dishes served by this fine dining restaurant cum bar will let you have a soulsatisfying taste effortlessly And you know what the USP of Casa Piccosa is Well it is their unique Mesoamerican style of preparing Spanish dishes My favorite here is Garlic saute shrimps served in a cocktail glass	0
"They serve really good taco and chicken wings hereother than this food is average here The open are is bit congested 
Ambiance 35
Food 35
Service 355"	0
chicken is hard and rubberyelse would have given 5	0
Quntity is very less littel bit cost are high and hygine good teaste also good improve the quntity staff are good good place to eat want see again and again 	0
"Ordered hot and sour chicken soup and junglee chicken on a Friday evening The soup was okayish but there was nothing hot and sour about it was more of a manchow without noodles It just had a hell load of black pepper The junglee chicken was more of an egg curry with some pieces of
in it The taste of food here is average"	0
Good	0
Good	0
Good	0
"Situated at indira gandhi circle JP nagar 1st phase

This restaurant has a dining area upstairs at 1st floor

Food is pathetic specially biryani ambiance is also not couplefamily friendly

prices are balanced in comparison with similar restaurants"	0
Although I had been nearby this restaurant I havent tried much from here       I went with my brother and had the executive lunch there It was quite good in this area	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
A simple dine in area with moderately good food and humble helpful steward specially when their is holes in your pocket and you are super hungry I have visited quiet a few times and also ordered for home delivery The nonveg meal are good enough to fill hunger with minimum charge I also liked the tandoori chicken kebab for them and except the food colour they use the taste is satisfactory Ill surely recommend this place for students and would give a review of 3 which is quiet good	0
Its a decent place at reasonable price Nothing exciting The food is good  Can try it once	0
"Its a mundane menu Nothing that pops out and makes you want to order it
The food is good Just good Nothing to go gaga over Priced fairly given the outlook of the hotel"	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
"There is nothing wrong with this place when it comes to location and
ambiance Frankly speaking it is a perfect spacious place With nice white
cushioned chairs Nice wooden tables and walls

But thats all the place has in store for you We went on a Tuesday lunch
We were the only ones there The menu the menu is a few photocopied
sheets We ordered Paneer Tikka as starters and after a while we come to know
that paneer is not available so we told to order something else

The place could have been a lot more better I think it was not just the right day to visit
this place"	0
Good ambience perfect for a coupleplace not meant for birthday treatsthe food is goodone time visit is a safe option	0
Some good Andhra meal The taste is good  The service here is bad since they take more time to take the orders and also more time to bring the food that we order  Although their meal tastes good the essentials needed to eat that food are not provided properly Their meal price looks but costlier while comparing to their poor services	0
Tried Porotta Mathi Curry and Andhra Chilly Chicken Mathi Curry was good and absolutely a bargain for 60 rupees Andhra Chilly Chicken was a disaster and 60 rupees was too much for that considering taste and quantity They charge 30 rupees for a reheatedprecooked porotta and thats how they covered the cost for the Mathi curry Nothing great about this place	0
The taste here is very good and since its a local bar and restaurant they couldnt maintain the standards to be a star hotel apart from that the taste quality is awesome and cannot be taken by every hotel with this reasonable price and taste I just say go for it	0
Delivery was good and cooperative stafffood was hot and okey okeynot so tastyordered peas pulao and butter paneer Masalashould workout on the taste aspects	0
food had too much coloring and both chicken and paneer tasted the same	0
Rating 3 because food taste good 2 for delay and no communication better u arrange someone to communicate with us for such instance Thank u	0
"Been here for some quick dinner
Had roti n Curry It was tasty n was prepared well
Though the ambiance isnt setup well
They couldve planned well"	0
not given as per suggetion	0
You didnt mention chilly chicken is gravy  you have to mention that whether dry or gravy  Expected something  but got something  In the picture the pieces were shown big  but the pieces were really small 	0
You didnt mention chilly chicken is gravy  you have to mention that whether dry or gravy  Expected something  but got something  In the picture the pieces were shown big  but the pieces were really small 	0
You didnt mention chilly chicken is gravy  you have to mention that whether dry or gravy  Expected something  but got something  In the picture the pieces were shown big  but the pieces were really small 	0
You didnt mention chilly chicken is gravy  you have to mention that whether dry or gravy  Expected something  but got something  In the picture the pieces were shown big  but the pieces were really small 	0
You didnt mention chilly chicken is gravy  you have to mention that whether dry or gravy  Expected something  but got something  In the picture the pieces were shown big  but the pieces were really small 	0
You didnt mention chilly chicken is gravy  you have to mention that whether dry or gravy  Expected something  but got something  In the picture the pieces were shown big  but the pieces were really small 	0
You didnt mention chilly chicken is gravy  you have to mention that whether dry or gravy  Expected something  but got something  In the picture the pieces were shown big  but the pieces were really small 	0
You didnt mention chilly chicken is gravy  you have to mention that whether dry or gravy  Expected something  but got something  In the picture the pieces were shown big  but the pieces were really small 	0
You didnt mention chilly chicken is gravy  you have to mention that whether dry or gravy  Expected something  but got something  In the picture the pieces were shown big  but the pieces were really small 	0
You didnt mention chilly chicken is gravy  you have to mention that whether dry or gravy  Expected something  but got something  In the picture the pieces were shown big  but the pieces were really small 	0
good	0
OK	0
Good foodthank uchilli chicken was awesome	0
good	0
OK	0
Good foodthank uchilli chicken was awesome	0
"Spice up is one of those small fast food places that have few tables and chairs kept together Very convenient for people who are not chossy about the quality of food and need some cheap and fast That being said the food is not bad and decent
We order the Lee fo chicken noodles which was good The veg rice and mushroom noddles was decent but all the food had a good amount of oil
Overall it was good"	0
"I love the chicken lollipop wch is prepared here they are soo saucy nd they are jst yum
Thts my favourite here
The fun part was wen I was here one of the customer told to switch on fan but it didnt work and they use the fast card repellent to kill the mosquitos
No specific parking
Its jst a small restuarant
Ambience610
Friendly staff510"	0
"Spice up is one of those small fast food places that have few tables and chairs kept together Very convenient for people who are not chossy about the quality of food and need some cheap and fast That being said the food is not bad and decent
We order the Lee fo chicken noodles which was good The veg rice and mushroom noddles was decent but all the food had a good amount of oil
Overall it was good"	0
"I love the chicken lollipop wch is prepared here they are soo saucy nd they are jst yum
Thts my favourite here
The fun part was wen I was here one of the customer told to switch on fan but it didnt work and they use the fast card repellent to kill the mosquitos
No specific parking
Its jst a small restuarant
Ambience610
Friendly staff510"	0
"Spice up is one of those small fast food places that have few tables and chairs kept together Very convenient for people who are not chossy about the quality of food and need some cheap and fast That being said the food is not bad and decent
We order the Lee fo chicken noodles which was good The veg rice and mushroom noddles was decent but all the food had a good amount of oil
Overall it was good"	0
"I love the chicken lollipop wch is prepared here they are soo saucy nd they are jst yum
Thts my favourite here
The fun part was wen I was here one of the customer told to switch on fan but it didnt work and they use the fast card repellent to kill the mosquitos
No specific parking
Its jst a small restuarant
Ambience610
Friendly staff510"	0
"Spice up is one of those small fast food places that have few tables and chairs kept together Very convenient for people who are not chossy about the quality of food and need some cheap and fast That being said the food is not bad and decent
We order the Lee fo chicken noodles which was good The veg rice and mushroom noddles was decent but all the food had a good amount of oil
Overall it was good"	0
"I love the chicken lollipop wch is prepared here they are soo saucy nd they are jst yum
Thts my favourite here
The fun part was wen I was here one of the customer told to switch on fan but it didnt work and they use the fast card repellent to kill the mosquitos
No specific parking
Its jst a small restuarant
Ambience610
Friendly staff510"	0
"Spice up is one of those small fast food places that have few tables and chairs kept together Very convenient for people who are not chossy about the quality of food and need some cheap and fast That being said the food is not bad and decent
We order the Lee fo chicken noodles which was good The veg rice and mushroom noddles was decent but all the food had a good amount of oil
Overall it was good"	0
"I love the chicken lollipop wch is prepared here they are soo saucy nd they are jst yum
Thts my favourite here
The fun part was wen I was here one of the customer told to switch on fan but it didnt work and they use the fast card repellent to kill the mosquitos
No specific parking
Its jst a small restuarant
Ambience610
Friendly staff510"	0
"Spice up is one of those small fast food places that have few tables and chairs kept together Very convenient for people who are not chossy about the quality of food and need some cheap and fast That being said the food is not bad and decent
We order the Lee fo chicken noodles which was good The veg rice and mushroom noddles was decent but all the food had a good amount of oil
Overall it was good"	0
"I love the chicken lollipop wch is prepared here they are soo saucy nd they are jst yum
Thts my favourite here
The fun part was wen I was here one of the customer told to switch on fan but it didnt work and they use the fast card repellent to kill the mosquitos
No specific parking
Its jst a small restuarant
Ambience610
Friendly staff510"	0
ok	0
not so good	0
food quality not satisfied	0
average	0
Home cooked food but the thali is very heavy with loads of ghee taste is ok the phulkas are soft and loaded with ghee after eating gulab jamun which was very sweet felt very heavyif you take thali make sure you are very hungry	0
You enter a huge hall that looks like a space in a haveli with ample seating I ordered a Dal roti full thali that consisted of rotis one gravy subji which was chole and one dry subji which was cabbage Rice Raita and Salad Perfectly cooked with homely flavors Im sure youd feel full and satisfied I suggest they dont charge extra for a little bit of extra subji or dal People have different ways of eating I wont say its reasonable unless it was unlimited but yes i would definitely recommend it for the taste Very homely and very tasty	0
Good place for regular food Parathas are really great Services are too too slow Felt like walking away in between But when gulab jamun arrived it made the mood	0
Food was fine but the packing was pathetic I was in the office and the delivery guy handed me some 78 packets of food items Usually everybody gives a thalli in a desposable plate	0
Food was fine but the packing was pathetic I was in the office and the delivery guy handed me some 78 packets of food items Usually everybody gives a thalli in a desposable plate	0
"I use to like this place a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff "	0
"Homely food away from home Small restaurant decent ambience good service Ordered two Dal roti thali for me and friend Taste was average quantity was fine Rates are little higher and they charge cgst and sgcst also they only con

supsuzitblogspotcom"	0
"I use to like this place a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff "	0
"Homely food away from home Small restaurant decent ambience good service Ordered two Dal roti thali for me and friend Taste was average quantity was fine Rates are little higher and they charge cgst and sgcst also they only con

supsuzitblogspotcom"	0
"I use to like this place a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff "	0
"Homely food away from home Small restaurant decent ambience good service Ordered two Dal roti thali for me and friend Taste was average quantity was fine Rates are little higher and they charge cgst and sgcst also they only con

supsuzitblogspotcom"	0
"I use to like this place a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff "	0
"Homely food away from home Small restaurant decent ambience good service Ordered two Dal roti thali for me and friend Taste was average quantity was fine Rates are little higher and they charge cgst and sgcst also they only con

supsuzitblogspotcom"	0
"I use to like this place a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff "	0
"Homely food away from home Small restaurant decent ambience good service Ordered two Dal roti thali for me and friend Taste was average quantity was fine Rates are little higher and they charge cgst and sgcst also they only con

supsuzitblogspotcom"	0
"I use to like this place a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff "	0
"Homely food away from home Small restaurant decent ambience good service Ordered two Dal roti thali for me and friend Taste was average quantity was fine Rates are little higher and they charge cgst and sgcst also they only con

supsuzitblogspotcom"	0
"I use to like this place a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff "	0
"Homely food away from home Small restaurant decent ambience good service Ordered two Dal roti thali for me and friend Taste was average quantity was fine Rates are little higher and they charge cgst and sgcst also they only con

supsuzitblogspotcom"	0
"I use to like this place a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff "	0
"Homely food away from home Small restaurant decent ambience good service Ordered two Dal roti thali for me and friend Taste was average quantity was fine Rates are little higher and they charge cgst and sgcst also they only con

supsuzitblogspotcom"	0
"I use to like this place a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff "	0
"Homely food away from home Small restaurant decent ambience good service Ordered two Dal roti thali for me and friend Taste was average quantity was fine Rates are little higher and they charge cgst and sgcst also they only con

supsuzitblogspotcom"	0
"I use to like this place a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff "	0
"Homely food away from home Small restaurant decent ambience good service Ordered two Dal roti thali for me and friend Taste was average quantity was fine Rates are little higher and they charge cgst and sgcst also they only con

supsuzitblogspotcom"	0
"I use to like this place a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff "	0
"Homely food away from home Small restaurant decent ambience good service Ordered two Dal roti thali for me and friend Taste was average quantity was fine Rates are little higher and they charge cgst and sgcst also they only con

supsuzitblogspotcom"	0
"I use to like this place a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff "	0
"Homely food away from home Small restaurant decent ambience good service Ordered two Dal roti thali for me and friend Taste was average quantity was fine Rates are little higher and they charge cgst and sgcst also they only con

supsuzitblogspotcom"	0
"I use to like this place a lot thats 3 year old story currently when I went everything was same but quality of food specailly gatta ka sabji was really very bad 

Overall  decent pocket friendly with decent staff "	0
"Homely food away from home Small restaurant decent ambience good service Ordered two Dal roti thali for me and friend Taste was average quantity was fine Rates are little higher and they charge cgst and sgcst also they only con

supsuzitblogspotcom"	0
"Good and Healthy Food 
Nice Option for simple food 

Tasty was Average i cannt say good
For Daily Meal could be a Option

Ambience is Average
Service is Average"	0
"Good and Healthy Food 
Nice Option for simple food 

Tasty was Average i cannt say good
For Daily Meal could be a Option

Ambience is Average
Service is Average"	0
"Good and Healthy Food 
Nice Option for simple food 

Tasty was Average i cannt say good
For Daily Meal could be a Option

Ambience is Average
Service is Average"	0
"Good and Healthy Food 
Nice Option for simple food 

Tasty was Average i cannt say good
For Daily Meal could be a Option

Ambience is Average
Service is Average"	0
"Good and Healthy Food 
Nice Option for simple food 

Tasty was Average i cannt say good
For Daily Meal could be a Option

Ambience is Average
Service is Average"	0
"Good and Healthy Food 
Nice Option for simple food 

Tasty was Average i cannt say good
For Daily Meal could be a Option

Ambience is Average
Service is Average"	0
"I love their jeera aalo kadhi besan gatte Real good stuff but at times they put too much oil hence I have reduced the rating 

Second issue with them is they are the only restaurant I feel who doesnt do free home delivery which is a big let down in todays time when people even deliver a Rs 100 meal but anyways

Not all the items are good but some of them are really good and must try Never tried their meals though go for a la carte and do try above mentioned dishes "	0
"I love their jeera aalo kadhi besan gatte Real good stuff but at times they put too much oil hence I have reduced the rating 

Second issue with them is they are the only restaurant I feel who doesnt do free home delivery which is a big let down in todays time when people even deliver a Rs 100 meal but anyways

Not all the items are good but some of them are really good and must try Never tried their meals though go for a la carte and do try above mentioned dishes "	0
"I love their jeera aalo kadhi besan gatte Real good stuff but at times they put too much oil hence I have reduced the rating 

Second issue with them is they are the only restaurant I feel who doesnt do free home delivery which is a big let down in todays time when people even deliver a Rs 100 meal but anyways

Not all the items are good but some of them are really good and must try Never tried their meals though go for a la carte and do try above mentioned dishes "	0
